movieId,tag
6151,"Golden Palm,family,multiple storylines,Palme d'Or,prison,prostitution,Serif Gören,sexism,social commentary,Turkey,Yilmaz Güney,Serif Gören,Yilmaz Güney,01/11,01/12,02/11,03/10,03/11,04/11,05/10,05/11,06/10,06/11,08/10,09/10,10/10,10/11,11/10,11/11,12/10,12/11,Palme d'Or"
6152,"barbarian,based on comic,future,magic,monster,sword and sorcery,BD-R,Unintentional Humor,vhs,so bad it's almost good,vhs,so bad it's almost good"
6153,"experiment,high school,laboratory,nerd,parody,sex comedy,telekinesis,Betamax"
6154,romantic comedy
6155,"Kate Hudson,Matthew McConaughey,advertising expert,bet,journalist,new york,relationship,therapist,girlie movie,anti-feminism,Kate Hudson,Matthew McConaughey,romantic comedy,Kate Hudson,chick flick,extreme product placement,funny,Good Romantic Comedies,romantic comedy,Good Romantic Comedies,Matthew McConaughey,Good Romantic Comedies,battle of the sexes,classic chick flick,funny,Kate Hudson,Matthew McConaughey,romantic comedy,Good Romantic Comedies,Good Romantic Comedies,not funny,anti-feminism,chick flick,Matthew McConaughey,not funny,animal:dog,battle of the sexes,Bechdel Test:Pass,cameo:Marvin Hamlisch,cameo:Warner Wolf,deception to win wager,extreme product placement,painfully heteronormative,protagonist is a journalist,setting:Ad agency,setting:Fashion magazine,setting:NYC,sexual stereotypes,sport:basketball,classic chick flick,funny,Kate Hudson,Matthew McConaughey,romantic comedy,girlie movie,classic chick flick,Matthew McConaughey,anti-feminism,battle of the sexes,chick flick,girlie movie,lack of chemistry,romantic comedy,Own It,chick flick,Kate Hudson,avi,seen,romantic comedy,battle of the sexes,chick flick,Kate Hudson,Matthew McConaughey,not funny,romantic comedy,romantic comedy,chick flick,comedy,funny,Kate Hudson,Good Romantic Comedies,Kate Hudson,Matthew McConaughey,not funny,Kate Hudson,Bibliothek,classic chick flick,funny,avi,Kate Hudson,Matthew McConaughey,movie to see,cool,funny,Good Romantic Comedies,Kate Hudson,classic chick flick,Kate Hudson,Matthew McConaughey,chick flick,chick flick,Matthew McConaughey,battle of the sexes,chick flick,deception to win wager,Good Romantic Comedies,insulting,not funny,pandering,Matthew McConaughey,not funny,battle of the sexes,Kate Hudson,Good Romantic Comedies,Good Romantic Comedies,Good Romantic Comedies"
6156,"arrow,duringcreditsstinger,emperor,imperial seal,indian territory,london england,murder,revenge,Jackie Chan,action,comedy,Jackie Chan,Owen Wilson,England,Jackie Chan,Owen Wilson,Jackie Chan,Owen Wilson,Dumb and Dumber,Jackie Chan,Owen Wilson,buddy movie,show business,Jackie Chan,Owen Wilson,Jackie Chan,David Dobkin,Jackie Chan,Aidan Gillen,Owen Wilson,seen,England,Jackie Chan,Owen Wilson,England,Jackie Chan,Owen Wilson,Jackie Chan,Martial Arts,Owen Wilson,Western,Jackie Chan,not funny,Dumb and Dumber,not funny,Jackie Chan,buddy movie,England,Jackie Chan,Owen Wilson,Jackie Chan,Owen Wilson"
6157,"based on comic,blindness and impaired vision,daredevil,duringcreditsstinger,hazardous waste,mob hit,narration,superhero,Action,comic book,marvel,superhero,dark hero,dark hero,super hero,Ben Affleck,Kevin Smith,dark hero,blindness,comic book,double life,Marvel,superhero,Ben Affleck,Colin Farrell,bad acting,Ben Affleck,blindness,comic book,marvel,pretentious,superhero,dark hero,comic book,dark,dark hero,fantacy,super-heroe,crap,Action,alter ego,Awful Soundtrack,bad acting,bad plot,bad stunts,Ben Affleck,blind badass,Colin Farrell,comic book,daredevil,dark,dark hero,elektra,heroine in tight suit,Jennifer Garner,Kevin Smith,marvel,silly,super hero,superhero,Ben Affleck,bad plot,bad stunts,Jennifer Garner,silly,Ben Affleck,Colin Farrell,heroine in tight suit,Jennifer Garner,superhero,blindness,dark,superhero,dark hero,Mark Steven Johnson,alter ego,Bechdel Test:Fail,superhero,BD-Video,bad acting,Ben Affleck,Colin Farrell,Jennifer Garner,Kevin Smith,Michael Clarke Duncan,heroine in tight suit,Awful Soundtrack,bad acting,heroine in tight suit,alter ego,bad acting,blindness,dark hero,Jennifer Garner,superhero,super hero,director's cut,blindness,comic book,dark hero,father murdered,marvel,vigilante,Could've been worse,Ben Affleck,comic book,Jennifer Garner,superhero,atmospheric,campy,Action,dark hero,heroine in tight suit,Jennifer Garner,marvel,superhero,superhero,heroic,(s)vcd,buy,comic book,svcd,bad acting,Ben Affleck,dark,double life,alter ego,Colin Farrell,heroine in tight suit,Marvel,Action,Ben Affleck,Colin Farrell,comic book,dark,Jennifer Garner,Michael Clarke Duncan,superhero,Ben Affleck,comic book,Jennifer Garner,Marvel,superhero,comic book,seen more than once,dark hero,super hero,Action,bad acting,Ben Affleck,Jennifer Garner,marvel,superhero,bad,Ben Affleck,Action,dark,dark hero,heroine in tight suit,marvel,super hero,superhero,Jennifer Garner,marvel,super hero,superhero,Colin Farrell,Colin Farrell,Action,bad acting,Ben Affleck,blind badass,blindness,Colin Farrell,crap,Daredevil,elektra,gritty,Jennifer Garner,Marvel,not as good as other comic films,superhero,Action,superhero,heroine in tight suit,blindness,heroine in tight suit,bad acting,Ben Affleck,Colin Farrell,Jennifer Garner,Michael Clarke Duncan,super hero,daredevil,elektra,marvel,superhero,Action,bad acting,Ben Affleck,marvel,super hero,superhero"
6158,"bear,feral child,gong,jungle,lost,mango,musical,orphan,river,sequel,shake,tiger,village,vulture,based on a book,Rudyard Kipling,adapted from:book,author:Rudyard Kipling,animation,based on a book,Disney,sequel,movie to see"
6159,"Zooey Deschanel,best friend,independent film,small town,southern usa,virgin,To See,small town,boring,Danny McBride,David Gordon Green,small town,bad acting,boring,coming of age,slow,small town,Zooey Deschanel,Zooey Deschanel,small town,Zooey Deschanel,want to see again,North Carolina,Paul Schneider,slow,small town,Zooey Deschanel,coming of age,pregnancy"
6160,"apartheid,south africa,documentary,musical,archive footage,Africa,history,racism,segregation,South Africa,PG13,Lee Hirsch,apartheid,music,singing"
6161,biopic
6162,"atmospheric,cerebral,deliberate,enigmatic,meditative,visceral,best friend,desert,desperation,friend,friendship,getting lost,highway,wilderness,meditative,slow,Gus Van Sant,atmospheric,meditative,slow,different,_MoodWishList,meditative,perrot library"
6163,"doctor,insanity,murder,obsessive love,wife husband relationship,woman director,Audrey Tautou,BRIEF ENCOUNTERS,DANGEROUS ATTRACTION,hospital,letters,obsession,plot twist,SELF-DESTRUCTIVE ROMANCE,twisted,erotomania,Audrey Tautou,French,obsession,SELF-DESTRUCTIVE ROMANCE,stalker,twisted,BRIEF ENCOUNTERS,DANGEROUS ATTRACTION,doctor-patient relationship,erotomania,flowers,gifts,hospital,husband-wife relationship,jealousy,letters,library,painter,pregnancy,roses,secretary,SELF-DESTRUCTIVE ROMANCE,souvenirs,stalker,Audrey Tautou,twisted,Audrey Tautou,Laetitia Colombani,French,jealousy,obsession,plot twist,self-destructive romance,twisted,plot twist,obsession,plot twist,stalker"
6164,"Great Prison Movies,John Luessenhop"
6166,"babysitter,funny,Nick Castle,Walter Matthau"
6168,"detective,evidence,guilt,journal,killer,los angeles,murder,police,serial killer,stalking,victim,violence,nude black women,nudity (topless),CLV"
6169,"acting,dialogue,script,story"
6170,"barn,boy,Criterion,deserted island,horse,horse racing,jockey,poker,rescue,shipwreck,sport,stallion,survival,training,National Film Registry,1940s,based on a book,horse racing,horses,racing,acting,beautiful,cinematic,senses,Carroll Ballard,Criterion,55 movies every kid should see--Entertainment Weekly,70mm,BD-R,CLV,stunning photography,70mm,AFI 100 (Cheers),Oscar Nominee: Editing,Oscar Nominee: Supporting Actor,1940s,70mm,AFI 100 (Cheers),Anamorphic Blow-Up,based on a book,G,horse racing,horses,Mickey Rooney,Oregon,Oscar Nominee: Editing,Oscar Nominee: Supporting Actor,shipwreck,USA film registry,Zoetrope"
6171,"love triangle,Claude Sautet"
6172,"hong kong,usa,Charles Chaplin,Geraldine Chaplin,Margaret Rutherford,Marlon Brando,Sophia Loren,Tippi Hedren"
6173,"stallion,magic,Mike Newell,06/10,less than 300 ratings,Gypsies,Ireland,Irish"
6174,"eating non food,rape,CLV"
6175,"mormon,newspaper reporter,Betamax,Menahem Golan"
6176,"1970s,immigrant,mobster,organized crime,revenge,Elmore Leonard,Charles Bronson"
6177,"uzi,J. Lee Thompson,Betamax,CLV"
6178,"abuse,blind,blindness,friendship,grandparent grandchild relationship,innocence lost,park,prostitute,racism,tenement,tension,based on a book,blindness,interracial romance,Guy Green,BD-R,CLV,blindness,child abuse,relationship,Oscar (Best Supporting Actress),blind,blindness,race,black and white,blindness,interracial romance,romance,shelley winters"
6179,"bomber,ira,Betamax,DVD-Video,Liam Neeson"
6180,"crime boss,district attorney,police brutality,police corruption,police corruption"
6181,"civil war,American Civil War,based on a book,civil war,American Civil War,based on a book,John Huston,adapted from:book,author:Stephen Crane,BD-R,American Civil War"
6182,"family man,housewife,Norman Jewison,less than 300 ratings,comedy,Doris Day"
6183,"interior decorator,love,millionaire,telephone,texan,Marcel Dalio,Rock Hudson,Thelma Ritter,Tony Randall,Michael Gordon,alter ego,Bechdel Test:Fail,homophobic,plot point:telephone,seduction,setting:NYC,sexuality,starring:Day and Hudson,BD-R,Doris Day,Romance,Doris Day,comedy,Doris Day,Rock Hudson,Romance,seduction,sexuality,classic,Doris Day,New York,Rock Hudson"
6184,"atmospheric,BENIGN ALIENS,deadpan,deliberate,FISH OUT OF WATER,hallucinatory,quirky,RISE TO POWER,satirical,stylized,alien life-form,Criterion,cult film,dystopia,extraterrestrial technology,David Bowie,quirky,David Bowie,aliens,nudity (full frontal),aliens,atmospheric,Criterion,Nicolas Roeg,aliens,David Bowie,surreal,CLV,disappointments,atmospheric,David Bowie,Nudity (Full Frontal - Notable),Nudity (Full Frontal),quirky,satirical,stylized,surreal,David Bowie,aliens,aliens,atmospheric,David Bowie,deadpan,deliberate,FISH OUT OF WATER,hallucinatory,Nicolas Roeg,quirky,RISE TO POWER,satirical,stylized,surreal,Nudity (Full Frontal - Notable),alien,David Bowie,aliens,quirky,stylized,surreal,David Bowie,surreal,1970s,stylized,surreal,In Netflix queue,perrot library,aliens,atmospheric,David Bowie,quirky,surreal"
6185,"cops,corruption,family,ghetto,hold-up robbery,independent film,los angeles,moral conflict,police brutality,police everyday life,riot,special unit,street war,gunfight,police,police,police,police,Bibliothek,avi,police,police"
6186,"american civil war,battle,confederate soldier,secession,union soldier,war,civil war,historical,Robert Duvall,history,period piece,spiritual,Jeff Daniels,Mira Sorvino,Robert Duvall,acting,dialogue,historical,religious,script,story,war,History,religious,History,like-i-like top pick"
6187,"Death penalty,Kevin Spacey,thought-provoking,twist-ending,Tacky screenplay,thought-provoking,activist,death penalty,death row,innocent,intern,interview,journalist,murder,prison,professor,reporter,texas,Kate Winslet,biografia,condena a muerte,pacifistas,Death penalty,Kate Winslet,Kevin Spacey,Psychology,twist-ending,corruption,death penalty,Texas,wrongly accused,Psychology,twist-ending,Kevin Spacey,Psychology,Texas,thought-provoking,twist-ending,Kevin Spacey,Lacan,Phantasy,Psychology,thought-provoking,Kate Winslett,Kevin Spacey,thought-provoking,twist-ending,pacifistas,excellent script,Kevin Spacey,thought-provoking,twist-ending,Capital Punishment,Death penalty,Kate Winslet,Kevin Spacey,Alan Parker,Capital Punishment,Kevin Spacey,Texas,I had my doubts with that anti-Republican talk - but I was just moody,Kevin Spacey,thought-provoking,crime,Seen 2009,thought-provoking,twist-ending,journalist,justice,law,political,reporter,thought-provoking,twist-ending,twist-ending,Psychology,thought-provoking,Kate Winslet,twist-ending,Kevin Spacey,Psychology,thought-provoking,twist-ending,Nudity (Full Frontal - Brief),suicide,thought-provoking,Kevin Spacey,Nudity (Full Frontal - Brief),death penalty,justice,law,Capital Punishment,Death penalty,Kate Winslet,Kevin Spacey,predictable,Death penalty,Kevin Spacey,Nudity (Full Frontal - Brief),Texas,unforgettable,Kevin Spacey,Kevin Spacey,must watch,perfect crime,Psychology,thought-provoking"
6188,"comedy,comedy,mouth to mouth resuscitation,sex doll,streaking,not funny,comedy,comedy,comedy,very funny,comedy,midlife crisis,college,comedy,fraternity,Luke Wilson,not funny,Nudity (Topless),Seann William Scott,Vince Vaughn,Will Ferrell,comedy,Nudity (Topless),college,fraternity,midlife crisis,nudity (rear),nudity (topless),college,Funniest Movies,Funny as hell,hilarious,very funny,Will Ferrell,college,comedy,comedy,Luke Wilson,quirky,Will Ferrell,Will Ferrell,Olympics,Will Ferrell,good times,Funniest Movies,funny,very funny,Andy Dick,fraternity,Jeremy Piven,not funny,Vince Vaughn,Will Ferrell,Luke Wilson,Will Ferrell,comedy,Luke Wilson,Vince Vaughn,Will Ferrell,Todd Phillips,college,Luke Wilson,Seann William Scott,Will Ferrell,comedy,comedy,comedy,comedy,Elisha Cuthbert,Funny as hell,Nudity (Topless),Seann William Scott,Vince Vaughn,Will Ferrell,college,Nudity (Topless),Seann William Scott,Vince Vaughn,Will Ferrell,comedy,comedy,owned,Friday night movie,Funniest Movies,very funny,Vince Vaughn,Will Ferrell,comedy,college,fraternity,Luke Wilson,Vince Vaughn,Will Ferrell,watched 2006,college,comedy,fraternity,Luke Wilson,Nudity (Topless),Seann William Scott,Vince Vaughn,Will Ferrell,Todd Phillips,Will Ferrell,comedy,college,comedy,Elisha Cuthbert,hilarious,Luke Wilson,Vince Vaughn,Will Ferrell,Will Ferrell,comedy,fraternity,sex doll,comedy,comedy,Andy Dick,Ellen Pompeo,Jeremy Piven,Juliette Lewis,Luke Wilson,not funny,stupid,Vince Vaughn,Will Ferrell,college,beer,mature,comedy,Nudity (Topless),comedy,fraternity,comedy,hilarious,seen more than once,comedy,Will Ferrell,college,comedy,Nudity (Rear),Nudity (Topless),quirky,college,fraternity,not funny,Funniest Movies,college,hilarious,Seann William Scott,Vince Vaughn,Will Ferrell,comedy,Jeremy Piven,Luke Wilson,Will Ferrell,comedy,R,Luke Wilson,not funny,Nudity (Topless),Vince Vaughn,comedy,college,comedy,fraternity,Nudity (Topless),comedy,fraternity,quirky,Vince Vaughn,Will Ferrell,comedy,comedy,Funniest Movies,Luke Wilson,mature,Nudity (Topless),quirky,R,very funny,Will Ferrell,Will Ferrell,undressing"
6191,Ken Loach
6192,"broken engagement,car crash,chance,denmark,desperation,disabled,divorce,dogme 95,extramarital affair,hospital,individual,paraplegic,relationship,secret love,sense of guilt,wedding vows,woman director,Danish,depressing,disability,drama,Mads Mikkelsen,Susanne Bier,touching,To See,adultery,Denmark,disability,Mads Mikkelsen,Susanne Bier,dogme95,dogme95,Bibliothek,Danish,adultery,depressing"
6193,"hustler,independent film,pool billiards,mentor,good,mentor,mentor,Mars Callahan,mentor,awful movie,Horrible acting,ridiculous dialogue,terrible director,Christopher Walken,good story,Horrible acting,ridiculous dialogue,twist ending,Divx1,mentor"
6194,"independent film,Australian,ghost story,independent film,romantic"
6195,"writers,PG13,Mark Moskowitz,WRITER'S LIFE"
6196,"bank robber,bank robbery,diamond,financial transactions,hoodlum,intelligence,robbery,thief,Andrzej Bartkowiak,Jet Li,Jet Li,Bob*ola,KAF,movie to see hd,gratuitous"
